School_code|AgeID|School_name|Street|Town_suburb|Postcode|Phone|School_Email|Fax|Student_number|Indigenous_pct|LBOTE_pct|ICSEA_value|Level_of_schooling|Selective_school|Opportunity_class|School_specialty_type|School_subtype|Support_classes|Preschool_ind|Distance_education|Intensive_english_centre|School_gender|Late_opening_school|Date_1st_teacher|LGA|Electorate|Fed_electorate|Operational_directorate|Principal_network|FACS_district|Local_health_district|AECG_region|ASGS_remoteness|Latitude|Longitude|Assets unit|Date_extracted
8386|6414|Gymea Technology High School|Hotham Rd & Princes Hwy|Gymea |2227|9521 3244|gymea-h.school@det.nsw.edu.au|9545 1540|611.3999999999999|2.0|28.0|1042|Secondary School|Not Selective|N|Technology|Year 7 to Year 12||N|N|N|Coed|N|1963-01-01|Sutherland Shire (A)|Miranda|Cook|Ultimo|Port Hacking|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-34.029985|151.08338|Sydney|2017-11-03
8388|10247|Moss Vale High School|Narellan Rd|Moss Vale |2577|4868 1717|mossvale-h.school@det.nsw.edu.au|4868 2787|644.8|6.0|5.0|985|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1964-01-01|Wingecarribee (A)|Goulburn|Whitlam|Ultimo|Wollondilly|South Western Sydney|South Western Sydney|Upper South Coast|Inner Regional Australia|-34.551483|150.385294|Southern NSW|2017-11-03
8389|6492|Swansea High School|Park Ave|Caves Beach |2281|4971 1761|swansea-h.school@det.nsw.edu.au|4972 1378|666.9|9.0|4.0|966|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1963-01-01|Lake Macquarie (C)|Swansea|Shortland|Tamworth|Lake Macquarie East|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-33.104232|151.639823|Hunter/Central Coast|2017-11-03
8390|9093|Whitebridge High School|Lonus Ave|Whitebridge |2290|4943 3966|whitebridg-h.school@det.nsw.edu.au|4942 2568|932.9000000000001|6.0|7.0|999|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1963-01-01|Lake Macquarie (C)|Charlestown|Shortland|Tamworth|Lake Macquarie East|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.972025|151.712234|Hunter/Central Coast|2017-11-03
8391|9543|Wingham High School|9 Rowley St|Wingham |2429|6553 5488|wingham-h.school@det.nsw.edu.au|6557 0372|524.3|11.0|4.0|940|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1963-01-01|Greater Taree (C)|Myall Lakes|Lyne|Tamworth|Great Lakes|Hunter New England & Central Coast|Hunter New England|Manning|Inner Regional Australia|-31.867397|152.382261|North Coast|2017-11-03
8392|10537|West Wyalong High School|30 Dumaresq St|West Wyalong |2671|6972 2700|westwyalon-h.school@det.nsw.edu.au|6972 2236|307.0|11.0|8.0|946|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1963-01-01|Bland (A)|Cootamundra|Riverina|Wagga Wagga|Griffith|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Western 1|Outer Regional Australia|-33.915793|147.202014|Southern NSW|2017-11-03
8393|6466|Canley Vale High School|Prospect Rd|Canley Vale |2166|9728 7071|canleyvale-h.school@det.nsw.edu.au|9754 1274|1485.3|1.0|96.0|930|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1966-01-01|Fairfield (C)|Fairfield|Fowler|Ultimo|Fairfield|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.884644|150.951658|South Western Sydney|2017-11-03
8394|6385|Miller High School|60 Cabramatta Avenue|Miller|2168|9607 8669|miller-h.school@det.nsw.edu.au|9607 9460|657.0|5.0|77.0|861|Secondary School|Not Selective|N|Technology|Year 7 to Year 12||N|N|Y|Coed|N|1965-01-01|Liverpool (C)|Liverpool|Werriwa|Ultimo|Liverpool|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.923589|150.881139|South Western Sydney|2017-11-03
8395|7809|Pendle Hill High School|Knox St|Wentworthville |2145|9631 9651|pendlehill-h.school@det.nsw.edu.au|9896 3093|343.0|9.0|53.0|937|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1965-01-01|Parramatta (C)|Seven Hills|Parramatta|Macquarie Park|Parramatta|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.793877|150.962194|Western Sydney|2017-11-03
8396|10753|Windsor High School|Mulgrave & Windsor Rds|Mcgraths Hill |2756|4587 7122|windsor-h.school@det.nsw.edu.au|4587 7687|421.0|17.0|9.0|918|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1969-01-01|Hawkesbury (C)|Hawkesbury|Macquarie|Macquarie Park|Hawkesbury|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|Metropolitan West|Major Cities of Australia|-33.618653|150.833554|Western Sydney|2017-11-03
8397|6380|Ashcroft High School|Maxwells Ave|Ashcroft|2168|9607 8011|ashcroft-h.school@det.nsw.edu.au|9607 6562|500.0|13.0|60.0|875|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1964-01-01|Liverpool (C)|Liverpool|Werriwa|Ultimo|Liverpool|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.920414|150.897272|South Western Sydney|2017-11-03
8398|8579|Condell Park High School|Third Ave|Condell Park|2200|9709 4522|condellpk-h.school@det.nsw.edu.au|9796 8027|803.0|np|92.0|917|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1964-01-01|Bankstown (C)|East Hills|Blaxland|Ultimo|Bankstown|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.923579|151.001755|South Western Sydney|2017-11-03
8399|6397|Doonside High School|Power St|Doonside |2767|9622 2463|doonside-h.school@det.nsw.edu.au|9831 5951|642.0|15.0|41.0|891|Secondary School|Not Selective|N|Technology|Year 7 to Year 12||N|N|N|Coed|N|1964-01-01|Blacktown (C)|Blacktown|Chifley|Macquarie Park|Eastern Creek|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.754708|150.874186|Western Sydney|2017-11-03
8400|7638|St Ives High School|Yarrabung Rd|St Ives |2075|9144 1689|stives-h.school@det.nsw.edu.au|9449 7074|945.0|np|48.0|1126|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1964-01-01|Ku-ring-gai (A)|Davidson|Bradfield|Macquarie Park|Ku-Ring-Gai|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.740147|151.167078|Northern Sydney|2017-11-03
8401|6509|Lurnea High School|2 Hillview Parade|Lurnea|2170|9602 5704|lurnea-h.school@det.nsw.edu.au|9822 5094|707.6|4.0|79.0|903|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|Y|Coed|N|1965-01-01|Liverpool (C)|Holsworthy|Werriwa|Ultimo|Glenfield|South Western Sydney|South Western Sydney|Metropolitan South West|Major Cities of Australia|-33.941743|150.896043|South Western Sydney|2017-11-03
8403|7837|Mitchell High School|Keyworth Drive|Blacktown |2148|9622 8926|mitchell-h.school@det.nsw.edu.au|9831 2805|962.5999999999999|3.0|52.0|962|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1964-05-01|Blacktown (C)|Blacktown|Greenway|Macquarie Park|Nirimba|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.784795|150.915971|Western Sydney|2017-11-03
8404|8652|Endeavour Sports High School|Taren Pt Rd & The Boulevarde|Caringbah |2229|9524 0615|endeavour-h.school@det.nsw.edu.au|9540 4458|843.2|8.0|41.0|976|Secondary School|Not Selective|N|Sports|Year 7 to Year 12||N|N|N|Coed|N|1964-01-01|Sutherland Shire (A)|Miranda|Cook|Ultimo|Port Hacking|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-34.030083|151.117251|Sydney|2017-11-03
8405|8675|Erina High School|152 The Entrance Rd|Erina |2250|4367 7353|erina-h.school@det.nsw.edu.au|4365 3086|695.0|6.0|7.0|986|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1964-01-01|Gosford (C)|Terrigal|Robertson|Macquarie Park|Gosford|Hunter New England & Central Coast|Central Coast|Central Coast|Major Cities of Australia|-33.440279|151.381503|Hunter/Central Coast|2017-11-03
8406|6444|South Grafton High School|Tyson St|South Grafton |2460|6642 1466|sthgrafton-h.school@det.nsw.edu.au|6643 2027|542.0000000000001|21.0|3.0|902|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1964-07-01|Clarence Valley (A)|Clarence|Page|Tamworth|Clarence Valley|Mid North Coast & Northern NSW|Northern NSW|Upper North Coast|Inner Regional Australia|-29.714229|152.929362|North Coast|2017-11-03
8407|6417|Mount Austin High School|Leavenworth Drive|Wagga Wagga |2650|6925 2801|mtaustin-h.school@det.nsw.edu.au|6925 5516|466.0|41.0|5.0|819|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1964-01-01|Wagga Wagga (C)|Wagga Wagga|Riverina|Wagga Wagga|Wagga Wagga|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 1|Inner Regional Australia|-35.141908|147.353865|Southern NSW|2017-11-03
8408|8606|Georges River College Peakhurst Campus|Samuel & Rona Sts|Peakhurst |2210|9153 9966|peakhurst-h.school@det.nsw.edu.au|9534 6346|709.0|3.0|60.0|989|Secondary School|Not Selective|N|Junior College|Year 7 to Year 10||N|N|N|Coed|N|1964-01-01|Hurstville (C)|Oatley|Banks|Ultimo|Georges River|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-33.966882|151.056013|Sydney|2017-11-03
8409|6401|Scone High School|Gundy Rd|Scone |2337|6545 1455|scone-h.school@det.nsw.edu.au|6545 3269|387.0|11.0|2.0|934|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1964-01-01|Upper Hunter Shire (A)|Upper Hunter|New England|Tamworth|Wollemi|Hunter New England & Central Coast|Hunter New England|Hunter|Inner Regional Australia|-32.05813|150.873111|Hunter/Central Coast|2017-11-03
8410|6435|Woonona High School|Nicholson Lane|Woonona |2517|4283 1623|woonona-h.school@det.nsw.edu.au|4285 1485|642.0|6.0|7.0|995|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1964-01-01|Wollongong (C)|Keira|Cunningham|Wagga Wagga|Wollongong North|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.345037|150.910102|Southern NSW|2017-11-03
8411|6442|West Wallsend High School|2 Appletree Rd|West Wallsend |2286|4953 2111|westwalls-h.school@det.nsw.edu.au|4953 1886|566.6|16.0|2.0|919|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1964-01-01|Lake Macquarie (C)|Cessnock|Hunter|Tamworth|Lake Macquarie West|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.910565|151.581083|Hunter/Central Coast|2017-11-03
8412|7818|The Hills Sports High School|Best Rd|Seven Hills |2147|9622 7300|Hillssport-h.school@det.nsw.edu.au|9831 6190|886.4|6.0|39.0|957|Secondary School|Not Selective|N|Sports|Year 7 to Year 12||N|N|N|Coed|N|1966-01-01|Blacktown (C)|Seven Hills|Greenway|Macquarie Park|Nirimba|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.782184|150.938834|Western Sydney|2017-11-03
8413|6346|Morisset High School|Bridge St|Morisset |2264|4973 1999|morisset-h.school@det.nsw.edu.au|4970 5386|725.1999999999999|12.0|5.0|938|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1965-01-01|Lake Macquarie (C)|Lake Macquarie|Hunter|Tamworth|Lake Macquarie West|Hunter New England & Central Coast|Hunter New England|Central Coast|Major Cities of Australia|-33.104657|151.486629|Hunter/Central Coast|2017-11-03
8414|9545|Chatham High School|St Vincents & Davis Sts|Taree |2430|6552 2588|chatham-h.school@det.nsw.edu.au|6551 2005|583.4|29.0|2.0|872|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1965-01-01|Greater Taree (C)|Myall Lakes|Lyne|Tamworth|Great Lakes|Hunter New England & Central Coast|Hunter New England|Manning|Inner Regional Australia|-31.89577|152.480875|North Coast|2017-11-03
8415|7731|Ryde Secondary College|Malvina St|Ryde|2112|9809 4894|Rydesc-h.school@det.nsw.edu.au|9808 2642|1024.0|1.0|77.0|1081|Secondary School|Partially Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1965-01-01|Ryde (C)|Lane Cove|Bennelong|Macquarie Park|North Sydney|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.813316|151.119176|Northern Sydney|2017-11-03
8416|7633|Ku-ring-gai High School|Bobbin Head Rd|North Turramurra|2074|9144 3477|kuringgai-h.school@det.nsw.edu.au|9983 9331|618.3000000000001|np|27.0|1073|Secondary School|Not Selective|N|Creative Arts|Year 7 to Year 12||N|N|N|Coed|N|1965-01-01|Ku-ring-gai (A)|Ku-ring-gai|Bradfield|Macquarie Park|Ku-Ring-Gai|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.690973|151.153809|Northern Sydney|2017-11-03
8417|11042|Dubbo College South Campus|Boundary Rd|Dubbo |2830|6882 3744|dubbosouth-h.school@det.nsw.edu.au|6882 3213|700.0|34.0|5.0|913|Secondary School|Not Selective|N|Junior College|Year 7 to Year 10||N|N|N|Coed|N|1965-01-01|Dubbo (C)|Dubbo|Parkes|Wagga Wagga|Macquarie|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Inner Regional Australia|-32.270837|148.610687|North Western NSW|2017-11-03
8418|6503|Warilla High School|Keross Ave|Barrack Heights |2528|4296 3055|warilla-h.school@det.nsw.edu.au|4297 2817|1211.0|7.0|14.0|958|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1966-01-01|Shellharbour (C)|Shellharbour|Whitlam|Wagga Wagga|South Coast|Illawarra Shoalhaven & Southern NSW|Illawarra Shoalhaven|Upper South Coast|Major Cities of Australia|-34.563813|150.857991|Southern NSW|2017-11-03
8420|6355|Evans High School|166 Walters Road|Blacktown|2148|9621 3622|evans-h.school@det.nsw.edu.au|9831 2747|734.0|4.0|67.0|941|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|Y|Coed|N|1972-01-01|Blacktown (C)|Blacktown|Chifley|Macquarie Park|Eastern Creek|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan West|Major Cities of Australia|-33.786512|150.889725|Western Sydney|2017-11-03
8422|7686|Killarney Heights High School|Starkey St|Killarney Heights |2087|9451 7005|killarney-h.school@det.nsw.edu.au|9975 5052|901.8999999999999|np|47.0|1112|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1967-01-01|Warringah (A)|Wakehurst|Warringah|Macquarie Park|Ku-Ring-Gai|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.771925|151.215215|Northern Sydney|2017-11-03
8423|9046|Kotara High School|Lexington Pde|Adamstown |2289|4943 3281|kotara-h.school@det.nsw.edu.au|4942 1049|1079.4|4.0|11.0|1043|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1968-01-01|Newcastle (C)|Charlestown|Newcastle|Tamworth|Newcastle|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.947137|151.706868|Hunter/Central Coast|2017-11-03
8424|7808|Holroyd High School|7 Cumberland Rd|Greystanes |2145|9631 9410|holroyd-h.school@det.nsw.edu.au|9896 3074|639.0|1.0|89.0|906|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|Y|Coed|N|1968-01-01|Holroyd (C)|Granville|McMahon|Macquarie Park|Holroyd|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan South West|Major Cities of Australia|-33.832906|150.951137|South Western Sydney|2017-11-03
8432|8666|Engadine High School|Porter Rd|Engadine |2233|9520 0411|engadine-h.school@det.nsw.edu.au|9520 5293|1040.6|2.0|9.0|1033|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1969-01-01|Sutherland Shire (A)|Heathcote|Hughes|Ultimo|Woronora River|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-34.062141|151.019341|Sydney|2017-11-03
8433|8659|Woolooware High School|Woolooware Rd North|Woolooware |2230|9523 6752|woolooware-h.school@det.nsw.edu.au|9527 3412|962.5999999999999|1.0|18.0|1056|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1968-01-01|Sutherland Shire (A)|Cronulla|Cook|Ultimo|Port Hacking|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-34.039811|151.145595|Sydney|2017-11-03
8435|7634|Turramurra High School|Maxwell St|South Turramurra|2074|9449 4233|turramurra-h.school@det.nsw.edu.au|9983 9332|1242.6|0.0|40.0|1129|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1968-01-01|Ku-ring-gai (A)|Ku-ring-gai|Bradfield|Macquarie Park|Ku-Ring-Gai|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.757307|151.114786|Northern Sydney|2017-11-03
8436|8144|Granville South Creative and Performing Arts High School|53 Rowley Road|Guildford|2161|9892 2654|granvilles-h.school@det.nsw.edu.au|9892 2764|529.8|1.0|91.0|890|Secondary School|Not Selective|N|Performing Arts|Year 7 to Year 12||N|N|N|Coed|N|1966-01-01|Parramatta (C)|Auburn|Blaxland|Macquarie Park|Holroyd|Western Sydney & Nepean Blue Mountains|Western Sydney|Metropolitan South West|Major Cities of Australia|-33.860626|150.997598|South Western Sydney|2017-11-03
8437|8663|Kirrawee High School|21-29 Hunter St|Kirrawee |2232|9521 2099|kirrawee-h.school@det.nsw.edu.au|9545 1547|1238.0|1.0|14.0|1073|Secondary School|Not Selective|N|Language|Year 7 to Year 12||N|N|N|Coed|N|1966-01-01|Sutherland Shire (A)|Cronulla|Hughes|Ultimo|Woronora River|South Eastern Sydney, Northern Sydney & Sydney|South Eastern Sydney|Metropolitan East|Major Cities of Australia|-34.04348|151.073475|Sydney|2017-11-03
8438|7762|Pennant Hills High School|Laurence St|Pennant Hills |2120|9473 5000|pennanthil-h.school@det.nsw.edu.au|9473 5099|1068.2|1.0|36.0|1100|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1966-01-01|Hornsby (A)|Hornsby|Berowra|Macquarie Park|Dural|South Eastern Sydney, Northern Sydney & Sydney|Northern Sydney|Metropolitan North|Major Cities of Australia|-33.733692|151.061087|Northern Sydney|2017-11-03
8439|6421|Francis Greenway High School|Lawson Ave|Beresfield |2322|4964 1282|francisgre-h.school@det.nsw.edu.au|4964 1147|679.0|13.0|5.0|915|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1966-01-01|Maitland (C)|Maitland|Paterson|Tamworth|Maitland|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.79698|151.66077|Hunter/Central Coast|2017-11-03
8440|8961|Warners Bay High School|1 Myles Ave|Warners Bay |2282|4954 9488|warnersbay-h.school@det.nsw.edu.au|4956 5297|1279.5|3.0|7.0|1030|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1966-01-01|Lake Macquarie (C)|Charlestown|Shortland|Tamworth|Lake Macquarie East|Hunter New England & Central Coast|Hunter New England|Hunter|Major Cities of Australia|-32.967703|151.653691|Hunter/Central Coast|2017-11-03
8442|10655|Gundagai High School|157 Hanley St|Gundagai|2722|6944 1233|gundagai-h.school@det.nsw.edu.au|6944 2180|191.0|6.0|4.0|929|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1967-01-01|Gundagai (A)|Cootamundra|Riverina|Wagga Wagga|Cootamundra|Murrumbidgee, Far West & Western NSW|Murrumbidgee|Riverina 1|Inner Regional Australia|-35.057144|148.099421|Southern NSW|2017-11-03
8443|6353|Colyton High School|37-53 Carpenter St|St Marys|2760|9623 2789|colyton-h.school@det.nsw.edu.au|9833 1165|677.0|10.0|38.0|901|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1967-01-01|Penrith (C)|Londonderry|Lindsay|Macquarie Park|Eastern Creek|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|Metropolitan West|Major Cities of Australia|-33.777602|150.797336|Western Sydney|2017-11-03
8444|6343|Canobolas Rural Technology High School|Icely Rd|Orange |2800|6362 1677|canobolas-h.school@det.nsw.edu.au|6362 4481|608.5999999999999|33.0|5.0|864|Secondary School|Not Selective|N|Rural Technology|Year 7 to Year 12||N|N|N|Coed|N|1967-01-01|Orange (C)|Orange|Calare|Wagga Wagga|Orange|Murrumbidgee, Far West & Western NSW|Western NSW|Western 1|Inner Regional Australia|-33.291759|149.121741|North Western NSW|2017-11-03
8446|10843|Springwood High School|111 Grose Road|Springwood|2777|4751 2111|springwood-h.school@det.nsw.edu.au|4751 1677|675.8|5.0|9.0|1041|Secondary School|Not Selective|N|Comprehensive|Year 7 to Year 12||N|N|N|Coed|N|1967-01-01|Blue Mountains (C)|Blue Mountains|Macquarie|Macquarie Park|Blue Mountains|Western Sydney & Nepean Blue Mountains|Nepean Blue Mountains|Metropolitan West|Major Cities of Australia|-33.685057|150.550608|Western Sydney|2017-11-03
